Results_1	Results_2	Results_3	Results_4	Results_5	Results_6	Results_7	Results_8
1.82303145883721	8.14990776820056	0.00175165	50.7061	17.0689767511628	16.9526183457321	0.0702963	50.7061
3728.86355116279	4525.12663953314	35.4244	18249.6	43.4775465116279	4.34685459205295	33.824	50.6921
133.651162790698	440.370238372047	4	2615	1155.67441860465	910.341006774783	41	2781
42.7471372093023	10.0589787497355	30.823	81.9535	35.5624348837209	2.12533526564004	30.1476	40.1005
0.368503627234042	1.21808604954581	0.00126938	6.42134	7.62743660638298	9.69944461375665	0.0271529	39.7786
1115.31100851064	3271.43750426734	32.504	16105.2	34.4420340425532	1.55377200684357	30.9032	38.053
59.7872340425532	124.214564743258	4	762	798.617021276596	805.598253344019	30	3350
42.1354489361702	7.85861612166994	31.6833	67.0284	34.426570212766	1.56265502172409	30.9032	38.053
0.368503627234042	1.21808604954581	0.00126938	6.42134	7.62743660638298	9.69944461375665	0.0271529	39.7786
1115.31100851064	3271.43750426734	32.504	16105.2	34.4420340425532	1.55377200684357	30.9032	38.053
59.7872340425532	124.214564743258	4	762	798.617021276596	805.598253344019	30	3350
42.1354489361702	7.85861612166994	31.6833	67.0284	34.426570212766	1.56265502172409	30.9032	38.053
0.888192955116279	2.76745259054108	0.00146628	17.4195	19.2215141860465	13.8032358354375	0.59485	46.698
2846.87789534884	5828.14167580204	38.2768	22070.2	38.3996534883721	1.00501844720071	36.317	40.5339
101.953488372093	196.190499440913	5	1174	1196.74418604651	634.029670817776	133	2545
38.6715953488372	7.0563821576119	31.0372	61.4301	34.3806697674419	1.27846520382745	30.8043	37.3375
1.22747886738095	2.99201706131353	0.00195246	14.9062	23.2971337619048	14.8067180370231	0.597808	47.3653
2722.84625714286	3667.92444943741	38.328	12118.6	38.0551285714286	1.37941873535792	35.2258	41.2416
133.357142857143	246.700155855149	5	1129	1488.95238095238	754.225137908257	127	2609
39.6160928571429	6.48780904260925	32.7824	61.4987	35.1528952380952	1.4991655999503	31.8245	38.1192
0.924606073341463	3.27049782049808	0.000976017	20.238	21.3231227634146	16.8735814274826	0.0938653	50.4575
2058.02807073171	4593.36620388109	35.5588	24096.6	37.0863268292683	1.39762497348616	34.4186	39.4152
94.2682926829268	206.7346154361	4	1243	1250.70731707317	818.807066527349	36	2607
40.2275292682927	6.1997285302763	31.8184	54.7238	34.4168146341463	1.73555718582837	30.955	37.07
